Title,URL,Genre,Plays,Plays for sorting,Publish Date
speedy manicure,https://www.youtube.com/playables/UgkxIPZ_yrQHLCFFz4F9FkF2gq00gOdN-arR,Simulation,295 thousand plays,295000,28 Jan 2026
Garage Boss,https://www.youtube.com/playables/Ugkxa4RGc4T4N3-r33-LwxaBovYUpVebEmFr,Simulation,291 thousand plays,291000,21 Aug 2026
Duck Sort Puzzle,https://www.youtube.com/playables/UgkxyB35tPMGoh_Kfz82s_IGHkI0-xcmOS7r,Brain and puzzle,291 thousand plays,291000,20 Jul 2026
Tiny Cars,https://www.youtube.com/playables/UgkxhzMUwndJA16aT-hv9eWV1xO_3q6k2SN-,Arcade,291 thousand plays,291000,3 Jun 2026
Bounce Go,https://www.youtube.com/playables/UgkxW62cYVG-lGMlskIPJFK0fyMBwbVkzuio,Action,289 thousand plays,289000,9 Apr 2026
6️⃣7️⃣ CHAOS,https://www.youtube.com/playables/UgkxB_69E9-xlDBcrvzC2HjgaP4G4V6sIh74,Brain and puzzle,288 thousand plays,288000,28 Jan 2026
The Captain's Coin,https://www.youtube.com/playables/Ugkx2PxVDj_iZwVKItRgh15g34GPs3DnIsii,Action,288 thousand plays,288000,18 Nov 2025
Drums Explorer,https://www.youtube.com/playables/UgkxYKsY8tTBDKHy1nzoF77rYFU4s2_Ils2_,Music,288 thousand plays,288000,9 Oct 2025
Hole Em All: Collect Master,https://www.youtube.com/playables/UgkxUFykL6HXqRS3vaPzZxPUCHO2H4HwxAb3,Brain and puzzle,287 thousand plays,287000,16 Jun 2026
Void Piercer,https://www.youtube.com/playables/UgkxNLIsXFbZUB0xEhLgappZDwkMO9HugYO5,Action,287 thousand plays,287000,28 Jan 2026
Beat Master,https://www.youtube.com/playables/Ugkx3ZJnCQWlFkHqhmr1yLCA1IoEq5Uj8dvu,Music,286 thousand plays,286000,20 Aug 2026
Idle Cowshed,https://www.youtube.com/playables/UgkxCj_m8HUw_-I1Wkfs5-oTXEM5kpwdd295,Arcade,286 thousand plays,286000,22 Jul 2026
Ball Connect: Color Dot Puzzle,https://www.youtube.com/playables/Ugkxsu3N2rsK78B2nEmkhwCxF8jr-aj0qcMI,Brain and puzzle,286 thousand plays,286000,10 Jun 2026
Trickshot Pool,https://www.youtube.com/playables/UgkxeGp_XRn3IhN7Qj0hCfezVyWbXEjLE_Sk,Sport,286 thousand plays,286000,9 Jun 2026
Draw Fly,https://www.youtube.com/playables/Ugkx4d1MsD3jGC9B4ZuOUI4CMyZOopgOwJg5,Arcade,284 thousand plays,284000,19 Aug 2026
Scary Rooms: Idle Horror,https://www.youtube.com/playables/UgkxnTdqRq6XmSerjOSwLKXw9unof_5WBAuZ,Simulation,283 thousand plays,283000,19 Aug 2026
Puppydoku: Queens Puzzle,https://www.youtube.com/playables/Ugkx5skLFyvoMzLXIu8X_iWX_tyFXCcpvkJr,Brain and puzzle,283 thousand plays,283000,18 Jun 2026
highway-patrol_judgment-shift,https://www.youtube.com/playables/UgkxCy6yvz7q-c_bBNOIkLb0OhwXA5q9LuHX,Simulation,patrol_judgment-shift – 283 thousand plays,283000,28 Jan 2026
CyberKnight,https://www.youtube.com/playables/UgkxMUCQ4jKJrfj8CV-4vQUqVQqZZFLTWL0e,Arcade,283 thousand plays,283000,18 Nov 2025
Dead Zone - Zombie Survival Shooter,https://www.youtube.com/playables/UgkxRP-yxbVI8oDdjGPmrPO3XGkwpAeWuPyB,Action,Zombie Survival Shooter – 281 thousand plays,281000,13 Aug 2026
Chasing Dubs & Sinking Subs,https://www.youtube.com/playables/UgkxyrAA0vAMRMB7O9GdvDn-ncr7NkRK59Py,Action,281 thousand plays,281000,28 Jan 2026
Checkout-Champion,https://www.youtube.com/playables/UgkxJgyTyUbD3RrldpBHI-Nj39rfkxgseqHG,Simulation,Champion – 279 thousand plays,279000,9 May 2026
Hook Swing,https://www.youtube.com/playables/UgkxkmmyON_GwhzOKjnw552dh84oR1YrOdHy,Arcade,276 thousand plays,276000,7 Jul 2026
Garden Bloom,https://www.youtube.com/playables/UgkxiKHtB-vm7z6-JugJRyrzZZPNBHS6p51w,Arcade,276 thousand plays,276000,14 Apr 2026
Countries of the World Quiz,https://www.youtube.com/playables/UgkxTghGaOnlxm5icyiJDiQUN9OZ4b3nt7y5,Trivia and word,274 thousand plays,274000,14 May 2026
Splash Rescue,https://www.youtube.com/playables/UgkxtEke9Ld1ew4e9ZVW9rtQAIJJRD4OwPwz,Brain and puzzle,273 thousand plays,273000,21 Jul 2026
Survive 9 to 5,https://www.youtube.com/playables/UgkxkC-qDSRr5qknMeT3TWBS3ksq2OXRGbs_,Arcade,272 thousand plays,272000,3 Mar 2026
Gun Baron,https://www.youtube.com/playables/UgkxHo2D_3zu3cosGeCXRcz85c8DZSxOcxj-,Simulation,270 thousand plays,270000,27 Jun 2026
Emoji Archer - Shooting Emoji,https://www.youtube.com/playables/UgkxlUP9UQEgPh6D0Stw1wk21rp1n_5cXD1Y,Brain and puzzle,Shooting Emoji – 269 thousand plays,269000,10 Aug 2026
Vocal Range Trainer,https://www.youtube.com/playables/UgkxH3vI0qX5xbmds25OUOSAD1aU1VEU-Die,Music,268 thousand plays,268000,12 Sept 2025
Air Hockey Go,https://www.youtube.com/playables/UgkxvJncF68CIGBg-wlyXQLldlxVvY4TmocL,Sport,267 thousand plays,267000,19 Jun 2026
Ball Sort Bicolor,https://www.youtube.com/playables/UgkxXbmxlpqwveBjbeoStm-QikPlrx8Zu4TP,Brain and puzzle,266 thousand plays,266000,10 Feb 2026
Foodie Sizzle,https://www.youtube.com/playables/UgkxzDax-9wGIBj1pf4mXB2OgADfdl925P31,Brain and puzzle,265 thousand plays,265000,28 Jul 2026
Dart Blasters 1v1,https://www.youtube.com/playables/Ugkx50sYF6XiZKn6f3T66iZQMjyqUfHP7JTm,Arcade,265 thousand plays,265000,8 Jun 2026
Wood Block Puzzle,https://www.youtube.com/playables/UgkxZjDuJs9zF7zlw5Q52CvGmLzsHkiZ-td9,Brain and puzzle,264 thousand plays,264000,30 Jun 2026
Sort The Blocks 3D,https://www.youtube.com/playables/Ugkxg0VgpULDakNkpFWB-N8_VtAMgIqbviqj,Brain and puzzle,264 thousand plays,264000,17 Mar 2026
Boom Lab,https://www.youtube.com/playables/UgkxWWL6kUWf9HwMN42NVE5lOwZ3otyFIC3Z,Brain and puzzle,262 thousand plays,262000,28 Apr 2026
Fieryluigi's Winter Escape,https://www.youtube.com/playables/UgkxhmSVkcQQXr0HKcWj5piow1Ddmq1y9uwU,Racing,262 thousand plays,262000,10 Feb 2026
Tumble Tac Toe,https://www.youtube.com/playables/UgkxZ9kOQjphq-KbeAkWtFPBh4TwCXAh-Io6,Board and card,261 thousand plays,261000,28 Jan 2026
Belt It: Tangled Rope Puzzle,https://www.youtube.com/playables/Ugkx6BELvF9CQv-jruBgg4fK1qSPhbkbDni3,Brain and puzzle,260 thousand plays,260000,12 Aug 2026
Glam Stylist by @uk4deegames,https://www.youtube.com/playables/UgkxhKqdMcPQbSq2GwkFQDjRjHxNrgi4P4nt,Simulation,258 thousand plays,258000,3 Aug 2026
Archer Legends - RPG,https://www.youtube.com/playables/UgkxkMRRTqbz2K7D_wyoKUbzRiKtUgr9-nfY,Action,RPG – 255 thousand plays,255000,10 Aug 2026
Ball Sort Puzzle,https://www.youtube.com/playables/UgkxT7vvqqWtH1p40A3AqMXmrPMxKaf8mTj2,Brain and puzzle,254 thousand plays,254000,29 Jun 2026
Conveyor Truck,https://www.youtube.com/playables/Ugkx40tGm-uLREv15lBdg-7bCFdVgmQpY4Ta,Arcade,253 thousand plays,253000,30 Jul 2026
Tic Tac Toe & XOX,https://www.youtube.com/playables/UgkxtTo8vFuveMWAYvYgQa1iF3UmLtv3HcDu,Brain and puzzle,253 thousand plays,253000,5 Jun 2026
Gecko Rush,https://www.youtube.com/playables/Ugkx7ORUw3kdZ4hi_tV2DgRnnDt7L0U5PWcY,Brain and puzzle,251 thousand plays,251000,21 Jul 2026
Quiverling,https://www.youtube.com/playables/UgkxvACKDVTy_a8lwjC8pkQE0ZKB0XTVUO0N,RPG and strategy,251 thousand plays,251000,23 Jun 2026
Tic Tac Toe - Classic X and O Challenge,https://www.youtube.com/playables/Ugkxdr74zfDN_BQ9nxFaRSXMadENET63RToF,Brain and puzzle,Classic X and O Challenge – 250 thousand plays,250000,30 Jun 2026
Screw Jam -  Bolts Nuts Puzzle,https://www.youtube.com/playables/UgkxvrMUhy_sZertVpeMyXv3WVGi4Q9xTcVf,Brain and puzzle,Bolts Nuts Puzzle – 250 thousand plays,250000,14 Apr 2026
PixelPeeker - Spot Odd Pixel,https://www.youtube.com/playables/UgkxFVPbIE0baU0is7uBFrhsRdfjYu0QpY6J,Brain and puzzle,Spot Odd Pixel – 250 thousand plays,250000,3 Mar 2026
FreeCell Solitaire,https://www.youtube.com/playables/UgkxY3lGy-gi2qRNUWoRsbVK2gBS0RLyUzqb,Board and card,250 thousand plays,250000,24 Feb 2026
Shawarma Watch,https://www.youtube.com/playables/UgkxXQ26StuvVi3dAKjGaCWZtG3rKoH-mBWI,Simulation,250 thousand plays,250000,9 Feb 2026
Hidden My Test!,https://www.youtube.com/playables/UgkxqbrkohPyUuDIiO5IAVu9pG2GHsO436DJ,Brain and puzzle,249 thousand plays,249000,21 Jul 2026
Screw Match - Nuts and Bolts,https://www.youtube.com/playables/UgkxO4UY20M2V3Po3YzdVfjANEfUFL2eqwMY,Brain and puzzle,Nuts and Bolts – 248 thousand plays,248000,21 May 2026
FAST FOOD SQUAD HUNTERS,https://www.youtube.com/playables/Ugkx1tAqoYPhUmjY0sDaDAsadVU6H6V_-mh3,Simulation,248 thousand plays,248000,7 Apr 2026
Jigsaw Solitaire,https://www.youtube.com/playables/UgkxAFM6scx6ufMhfeiP77w4NZUa1Rn9ChyY,Brain and puzzle,245 thousand plays,245000,3 Jul 2026
Sleepy Sheepy Clicker,https://www.youtube.com/playables/UgkxQOl0kYy17gBQcR4-1u2QFvUyPAmJXgD7,Simulation,244 thousand plays,244000,28 Jan 2026
Midnight Pool Classic,https://www.youtube.com/playables/UgkxBitQb5QJvd2qJOJNS8xrhNWZxTbsUz6C,Sport,243 thousand plays,243000,12 May 2026
Merge Dice,https://www.youtube.com/playables/Ugkx2NPAV7uo045my7gnfd5b713PpzhuaFTI,Brain and puzzle,243 thousand plays,243000,17 Feb 2026
Solitaire Classic,https://www.youtube.com/playables/UgkxjuCXEWWXb9wE74OSSo0ehomEGKTV2dJh,Board and card,242 thousand plays,242000,26 May 2026
Jigsawart Solitaire,https://www.youtube.com/playables/Ugkx437ATa6oLYbMtEmXEm8MAPcCLTuID7ue,Brain and puzzle,241 thousand plays,241000,24 Jul 2026
Dice Combo,https://www.youtube.com/playables/UgkxgfJ2iAVTIkVhPErjuS3bzx-o0aCkkjJy,Brain and puzzle,240 thousand plays,240000,30 May 2026
Forest Survivor,https://www.youtube.com/playables/UgkxhpdMxnGf6fUd3N22VycYssx8WuFnaRTH,Action,240 thousand plays,240000,28 Jan 2026
Feed Them All!,https://www.youtube.com/playables/UgkxNFwCt4iQsSr9t4o5YY3rZ5CWfUHhr7mL,Action,239 thousand plays,239000,29 Jun 2026
Fruit Fusion Pro,https://www.youtube.com/playables/UgkxPXJpxCh11X4QqKFCabByMcgU2cV_YGO8,Brain and puzzle,238 thousand plays,238000,15 Jun 2026
Arc Pursuit,https://www.youtube.com/playables/UgkxuW7AueTL5R3i97er4uRnFT-9OADmMAOU,Arcade,238 thousand plays,238000,2 Apr 2026
Numicolor,https://www.youtube.com/playables/UgkxRni8M7u9a2ObOkBhiWiTrgHcpgVq67t2,Brain and puzzle,237 thousand plays,237000,13 Aug 2026
Fortress Merge,https://www.youtube.com/playables/UgkxArhyTPyivjBgNlJGD61S3rIEe744raUd,RPG and strategy,237 thousand plays,237000,3 Jul 2026
The Hidden Antique Shop,https://www.youtube.com/playables/UgkxiRe2cOOdNqLy8hZtS6aKN8QqbHzl8lJb,Brain and puzzle,237 thousand plays,237000,23 Dec 2025
Wrong Lane Racer by @uk4deegames,https://www.youtube.com/playables/UgkxmxYWaZih-oqjskHOYtUPq1BaO_VWGe4g,Racing,235 thousand plays,235000,7 Aug 2026
Agami – A simple retro game,https://www.youtube.com/playables/Ugkx93hCYZsecMPVbCErcE_tDD1BhL1qmyCV,Arcade,A simple retro game – 235 thousand plays,235000,17 Jul 2026
Coin Merge Machine,https://www.youtube.com/playables/Ugkxj5NBiE_kmHVBiAClWPhG1sIO8CzNo5KP,Arcade,235 thousand plays,235000,25 Jun 2026
Emoji Merge,https://www.youtube.com/playables/UgkxEj7hcIEarXmdOx-6WSolcmcuMl12dElL,Brain and puzzle,235 thousand plays,235000,15 May 2026
Sheep Escape: Farm Sorting Challenge,https://www.youtube.com/playables/Ugkx3scjy5GNR50z-knQPLqo7xb2nYdpKRnz,Brain and puzzle,233 thousand plays,233000,13 Jul 2026
Machine Eater,https://www.youtube.com/playables/Ugkx5bdJa0ngb49p4q8poKHe1sPCApXs_vJX,Action,232 thousand plays,232000,18 Aug 2026
Whats The Word?,https://www.youtube.com/playables/Ugkx0dTu4up_CEl2_azCG4H7LUXMkXkA1u8v,Brain and puzzle,231 thousand plays,231000,4 Mar 2026
Screw Out Puzzle,https://www.youtube.com/playables/UgkxMwdzw1zxJbGeMOikqPF2MXbdXRuyMt8F,Brain and puzzle,230 thousand plays,230000,29 May 2026
Bubble Shooter HD,https://www.youtube.com/playables/UgkxfNFBbVfnEGQbpz8H6v1sjDON40p7otzQ,Arcade,229 thousand plays,229000,2 Jun 2026
Unfoldings,https://www.youtube.com/playables/UgkxfhilgDCC9mZ7vQD1w74sn4Tordu55aeD,Action,227 thousand plays,227000,3 Feb 2026
Radical Rappeling,https://www.youtube.com/playables/Ugkxnil2fkzbu365WN7TE1JB0WsfXUVm2_hS,Sport,225 thousand plays,225000,2 Jul 2026
WordMix,https://www.youtube.com/playables/UgkxIIj_K62hhbBtaplOJC7YqnFYZnMrKSLR,Trivia and word,225 thousand plays,225000,26 Jun 2026
Honey Sweeper,https://www.youtube.com/playables/UgkxcPNtSVkjcnBx7RxvMsY1neYcxEVZQ304,Brain and puzzle,225 thousand plays,225000,28 Apr 2026
Worms Zone .io - Hungry Snake,https://www.youtube.com/playables/UgkxX2jVF-W1gh2XlGWd73T29n_i2rV1GmlE,Action,Hungry Snake – 224 thousand plays,224000,6 Aug 2026
Leaf Match,https://www.youtube.com/playables/UgkxfK9ifXfEHEMpn6CXEy268DjRBBiFgfT6,Brain and puzzle,224 thousand plays,224000,14 May 2026
1000 Hidden Objects,https://www.youtube.com/playables/UgkxQNpw2pVtQVOLx_6BOybEton3THE_4kgB,Brain and puzzle,223 thousand plays,223000,30 Jun 2026
Kick and Run,https://www.youtube.com/playables/Ugkxs-hVVYpD86S_MYC-1Ixw5C7Ml6E4rKKW,Action,222 thousand plays,222000,7 Aug 2026
Push Colours,https://www.youtube.com/playables/UgkxC7pU5Il9ca0ceHxfkOn9SaZM3w6OYp60,Brain and puzzle,222 thousand plays,222000,3 Mar 2026
Gassy Cat Cat,https://www.youtube.com/playables/Ugkx4amXPoAggoPXLMql8ZE3VH7tANQ2zHrC,Arcade,222 thousand plays,222000,28 Jan 2026
ASMR Tiles,https://www.youtube.com/playables/UgkxiRnxjHKSzrYRlWaxePGt8lDwkwWz8VGM,Arcade,221 thousand plays,221000,23 Jul 2026
1 + 2 = 3,https://www.youtube.com/playables/UgkxQpCgenZUuip8tSVrUGRUhcT1a3AUmQhs,Brain and puzzle,221 thousand plays,221000,24 Feb 2026
Eat a smaller fish,https://www.youtube.com/playables/Ugkx41Y68jqlq5BsDNq9fO6cnH8w-Sl7CrzA,Arcade,220 thousand plays,220000,19 Aug 2026
Hyper Cube,https://www.youtube.com/playables/UgkxIt4-GIKDGwENC75CPFHaglT3FVQMh9kQ,Action,219 thousand plays,219000,10 Aug 2026
Gangsta Island,https://www.youtube.com/playables/Ugkxrh5RG-IrhQdbGjZIir7V5L2vLh29lCiZ,Arcade,218 thousand plays,218000,7 Aug 2026
Dart Blasters Skill Shot,https://www.youtube.com/playables/UgkxbIGyS-935hk5CdgpzSnIb-eig5c3Lgzm,Action,218 thousand plays,218000,18 Jun 2026
Forest Leap,https://www.youtube.com/playables/UgkxfGUptW5A5fkh0YQAakwCN8caAKINTXHV,Action,217 thousand plays,217000,28 Jan 2026
Drill Dash,https://www.youtube.com/playables/UgkxtJi4SBalVZTuEQc_g5MJFV3DIjvrLy6_,Arcade,216 thousand plays,216000,13 Jul 2026
Bubble Shooter 3D,https://www.youtube.com/playables/Ugkx1uASGjRQpzItZBJVPrJxFHnnqislTjW6,Arcade,215 thousand plays,215000,23 Jul 2026
Pool Go,https://www.youtube.com/playables/UgkxugYjmOXiZHA5tdkwW_3VT2TBmePvBzk0,Sport,215 thousand plays,215000,19 Jun 2026
Rescue Rush,https://www.youtube.com/playables/Ugkx8NPcMx0Zy2NjMBRPn0QHdxWW0v6wDdr1,Brain and puzzle,214 thousand plays,214000,6 Jul 2026
Magnet Balls,https://www.youtube.com/playables/UgkxuRc-di_qRBhzxzYXXk648-8g9fLx8VJb,Brain and puzzle,213 thousand plays,213000,6 Jul 2026
Rat's House - Nonogram,https://www.youtube.com/playables/Ugkxy8w5Wop2EbnCIG3UxQHvKoeuBAX6S5rg,Brain and puzzle,Nonogram – 213 thousand plays,213000,29 May 2026
Tiny Cars,https://www.youtube.com/playables/UgkxDDar0gg5-tZpNRXoYcn-uQeHggsnWBgz,Racing,212 thousand plays,212000,14 Aug 2026
Dino Survival,https://www.youtube.com/playables/Ugkx1sxSJRF5Tou5EIzmenqfT30Af93H6x_U,Simulation,211 thousand plays,211000,4 Aug 2026
Pixel Shoot!,https://www.youtube.com/playables/UgkxbmrbKFenCu1XCZC5GaMIrLMWRNOdMECW,Arcade,210 thousand plays,210000,15 Jul 2026
Destruction Simulator,https://www.youtube.com/playables/UgkxOExzcDIj37enWJG75839oQtqNC_2okgQ,Simulation,209 thousand plays,209000,20 Aug 2026
Brain Challenge - Mini Games,https://www.youtube.com/playables/UgkxDUA915ICW074UYaUki-49ik4oi3_33y0,Arcade,Mini Games – 209 thousand plays,209000,29 Jul 2026
Flow Line Hex,https://www.youtube.com/playables/Ugkxb61QjohWh0i6xLa5WGykQKwiqt2XTEel,Brain and puzzle,209 thousand plays,209000,10 Apr 2026
Solitaire Collection 72 in 1,https://www.youtube.com/playables/UgkxHgNjwCAJRbnFMSrLO3t1Hbbf8TM-IG8O,Board and card,209 thousand plays,209000,9 Dec 2025
Build-a-Band,https://www.youtube.com/playables/Ugkx20wmTej6IzTGU1MUdjuBp_rHBrMKpZFV,Music,a-Band – 209 thousand plays,209000,3 Dec 2025
Sand Castle,https://www.youtube.com/playables/UgkxJaVfK1ik83Ws6K--RzZ5xdkfwtCztxAz,Simulation,208 thousand plays,208000,21 Aug 2026
Popsicle Pour,https://www.youtube.com/playables/UgkxkcLmzKkxa9D4GnrInauZxq8pks_o9GXm,Brain and puzzle,208 thousand plays,208000,29 Jul 2026
Endless Lake,https://www.youtube.com/playables/Ugkx8w0xymLoTUXu9F_LzBEE4Caim9mz8IUd,Arcade,208 thousand plays,208000,19 May 2026
Rush Hour Racing,https://www.youtube.com/playables/UgkxuKEvFkEg4JRMohe375EQU21niUhtowJ3,Racing,207 thousand plays,207000,18 Aug 2026
Bored.Day,https://www.youtube.com/playables/UgkxM02zLfgb_gY4vZyMCJldhnAe6fRv5r4N,Trivia and word,206 thousand plays,206000,11 Aug 2026
Addiction Solitaire,https://www.youtube.com/playables/UgkxPhdyhQ6ydho98gz7ewAUw4nAeQf5lus5,Board and card,206 thousand plays,206000,17 Feb 2026
Carrot Guard,https://www.youtube.com/playables/UgkxNVqIm86vzktDeSZeITV4v6q714x5-QCt,Arcade,205 thousand plays,205000,27 Jan 2026
Moonshot,https://www.youtube.com/playables/Ugkx662dGn8ll_V_vZFPcvVuVwN76fnPCn16,Arcade,203 thousand plays,203000,9 Jul 2026
Top Bins — Football Arcade,https://www.youtube.com/playables/UgkxpF87t2z6WI8xXjRc6S8O7tA9QXBjWwqo,Arcade,202 thousand plays,202000,9 Jun 2026
Doodle God Classic,https://www.youtube.com/playables/Ugkx4FYvWSQumi84ApADAzsAkGeBDOhWfeSK,Brain and puzzle,201 thousand plays,201000,4 Aug 2026
Shoot and Run Classic,https://www.youtube.com/playables/Ugkx3DKuksoCtVw1il9oh21sSTeVMf-DsX_Q,Arcade,200 thousand plays,200000,3 Aug 2026
Blast Ultra Block,https://www.youtube.com/playables/UgkxMu_bm80KLIlW-FlcexHMSFPrsKptmzZK,Brain and puzzle,200 thousand plays,200000,21 Jul 2026
coquette crush,https://www.youtube.com/playables/Ugkx2E1_G-1nXBJP5j2Awj-V6bRkuk5KGcF8,Brain and puzzle,200 thousand plays,200000,28 Jan 2026
Cooking Jam,https://www.youtube.com/playables/Ugkx3S7HRFR1J-t-OP9r28FhquEsb4x2tL42,Brain and puzzle,199 thousand plays,199000,18 Aug 2026
Jurassic Park Idle,https://www.youtube.com/playables/UgkxGO5GyKzN5J5gyyLcCK3--cV4izJewIbe,Arcade,198 thousand plays,198000,7 Aug 2026
Flappy Fairy,https://www.youtube.com/playables/UgkxY2GTbGE_uqaZ3KgMF65U-R8yqjENh5W9,Action,197 thousand plays,197000,4 Jun 2026
Geo Space,https://www.youtube.com/playables/UgkxHoQk4WpvFslGcgZEU5jEvDZjGvIeN7M1,Arcade,197 thousand plays,197000,16 Dec 2025
"Idle Racer — Tap, Merge & Race",https://www.youtube.com/playables/UgkxUIcGM8jVpbs_g_7kZZodVgS1FhRrTF9B,Racing,196 thousand plays,196000,6 Aug 2026
Link Loop: Connect Dots,https://www.youtube.com/playables/UgkxhhCGVXR-7zC67YvqMrlDixLIYa2rP-ls,Brain and puzzle,196 thousand plays,196000,30 Jul 2026
Energy: Anti Stress Loops,https://www.youtube.com/playables/Ugkx8_rPuYJpeuBXok4Rf0haYoVcct8CFN93,Brain and puzzle,196 thousand plays,196000,28 Apr 2026
Bubble Fall,https://www.youtube.com/playables/UgkxT-tpvDfdxiR2DrszzUiZcUakoVifivEo,Arcade,195 thousand plays,195000,1 Jun 2026
Arrow Frenzy - Escape Puzzle,https://www.youtube.com/playables/UgkxjFR1pLbaEVxysRgt-rlTn8ZWgn4fRTQo,Brain and puzzle,Escape Puzzle – 195 thousand plays,195000,14 May 2026
The Divider,https://www.youtube.com/playables/UgkxnSih4x04RtfVQmnyq2VjRHlhsxDEAuDv,Brain and puzzle,194 thousand plays,194000,28 Jul 2026
2048 Bounce,https://www.youtube.com/playables/Ugkx2qADqWWojkYQT9343qpRds2RGHR87V1f,Arcade,194 thousand plays,194000,4 Jul 2026
Flow Line Draw,https://www.youtube.com/playables/UgkxXuz9gHx3QCdx60WnhZX-CNwrsDJYY0UU,Brain and puzzle,194 thousand plays,194000,9 Apr 2026
Brain Rot Royale,https://www.youtube.com/playables/UgkxL60z3FXlYEaKD47RDr8eMpl_cmbQyOjm,Action,194 thousand plays,194000,28 Jan 2026
Bridge Builder,https://www.youtube.com/playables/UgkxuiM_ESicl1V389u-kHMm5QW1ByF_R7G9,Brain and puzzle,193 thousand plays,193000,11 Aug 2026
Finger Football,https://www.youtube.com/playables/UgkxRYAO2kmHXndlplyU3srPUSZTsDaoH2hE,Sport,192 thousand plays,192000,24 Feb 2026
Night Climber,https://www.youtube.com/playables/UgkxYBQ2FkzCxwXUl4o6YRPfo-dRxSSIxGiP,Action,192 thousand plays,192000,3 Feb 2026
Monkey Mart Tycoon: Build & Grow!,https://www.youtube.com/playables/UgkxQ2QYScCRqa21Itw7UnOkI2I64e2U-CKB,Simulation,191 thousand plays,191000,19 Aug 2026
Arrow Cube 3D,https://www.youtube.com/playables/UgkxnPqxcJUmgXjPvM1Tr8NDqX5rz2lUBUS3,Brain and puzzle,191 thousand plays,191000,7 Jul 2026
Star Battle Defense,https://www.youtube.com/playables/UgkxOm-zPX_YR9AfOEF1fLWmlCJijsX1ln3I,RPG and strategy,190 thousand plays,190000,27 Jul 2026
Mahjong Slide & Merge,https://www.youtube.com/playables/Ugkxi2K0LKA9BVMGk2q23AREO3iFUnOORiGE,Brain and puzzle,190 thousand plays,190000,4 Jun 2026
Spiral ASMR,https://www.youtube.com/playables/Ugkxj0wASvSKj9hBVYB-LLa0i8_RxSM6aZz_,Arcade,189 thousand plays,189000,1 Jul 2026
Stickman Touchdown,https://www.youtube.com/playables/Ugkxc95pUAvsrome4J6aMdSMBP5LdSf6RXOV,Simulation,187 thousand plays,187000,20 Aug 2026
Parking Fury 2,https://www.youtube.com/playables/Ugkx4aOV4WK9ceiy4HatGWuYLYW4yViBqVd-,Arcade,187 thousand plays,187000,17 Aug 2026
Last Dungeon Wars,https://www.youtube.com/playables/UgkxtQJF8x9X_CB1SllodCatVYHC5I3VzJmv,Arcade,187 thousand plays,187000,16 Jun 2026
Bank Robbery Puzzle,https://www.youtube.com/playables/UgkxpnCDirlMO-wo5I7375yGK7-I3tmciDIi,Brain and puzzle,186 thousand plays,186000,17 Jun 2026
Bowling King,https://www.youtube.com/playables/UgkxbptWn7C8JUXHjk3o9PG6SA4h2a8mheV6,Sport,186 thousand plays,186000,8 Jun 2026
Blast Fast. Become Mr Gunslinger!,https://www.youtube.com/playables/Ugkx7Kbi-Zwge20EqWPrHw8TbStab-nDw1Pu,Action,185 thousand plays,185000,21 Aug 2026
Ball Run 2048: Space,https://www.youtube.com/playables/Ugkx9h06akhIFpClUl_qOAyAJNzjMP22LB1s,Arcade,185 thousand plays,185000,5 Aug 2026
Super Drill Man,https://www.youtube.com/playables/Ugkx-6e_E5IqjuWwrCeqxEdSnDcgLaQguEj2,Arcade,185 thousand plays,185000,30 Jun 2026
Marble Dash 3D,https://www.youtube.com/playables/UgkxW9E1AVeLiFeWZvs1B88bl4E4JH4JJ5KE,Arcade,185 thousand plays,185000,22 May 2026
Draw Line Mini Games,https://www.youtube.com/playables/UgkxNarDvSsi3PPjlzGZMIwG_PMryd_VLsib,Brain and puzzle,184 thousand plays,184000,14 Aug 2026
War Machine: Destructive Siege,https://www.youtube.com/playables/UgkxKNpLZo0onJdn9oZwdXKVP1x5f0E_Tx9D,Arcade,184 thousand plays,184000,28 Jul 2026
Shape Master,https://www.youtube.com/playables/UgkxpGTeSdHr07gvu4AtTTlcZ_u5ObrrY4Zc,Brain and puzzle,184 thousand plays,184000,10 Jun 2026
Flow 2048,https://www.youtube.com/playables/Ugkx66ZUk0lsmUYR0BVF6KK-Pb_3RUCrnQSF,Brain and puzzle,184 thousand plays,184000,24 Apr 2026
Letter Merge,https://www.youtube.com/playables/UgkxCnj5gG-YoxSO_EoNaqPxvGxK2nCJpZgo,Brain and puzzle,184 thousand plays,184000,31 Mar 2026
Fieryluigi's Her Last Message,https://www.youtube.com/playables/UgkxcRuP1wE1Ys8YFighRwlUWu_UJeT30SEc,Simulation,182 thousand plays,182000,6 Mar 2026
Poppin Blocks,https://www.youtube.com/playables/UgkxfECODhNujb8RqFldFGBQ_El90US7v794,Brain and puzzle,181 thousand plays,181000,10 Mar 2026
Charter Tycoon,https://www.youtube.com/playables/Ugkx27nh-sNjbnZB3_q9U-3cUKHKe7AMBuoL,Simulation,181 thousand plays,181000,28 Jan 2026
Streamer Simulator: how long can you survive???,https://www.youtube.com/playables/Ugkx34LYluB7P9fpMYL2hPC6cN_senXFUKUO,Action,181 thousand plays,181000,28 Jan 2026
Addiction Solitaire Mini,https://www.youtube.com/playables/UgkxXmxf-409-XEWGMdPTZI94e9tx1plvdqp,Brain and puzzle,180 thousand plays,180000,10 Mar 2026
