Title,URL,Genre,Plays,Plays for sorting,Publish Date
Bird Watcher USA,https://www.youtube.com/playables/Ugkx0MwW23f-omHuuMVG3g_dffZ04UOjIHIi,Trivia and word,176 thousand plays,176000,28 Jan 2026
Planet Miner,https://www.youtube.com/playables/UgkxVameVdg-gni0xtWtT_J0yawfrPKtNSdG,Action,176 thousand plays,176000,28 Jan 2026
Don't Spill!,https://www.youtube.com/playables/UgkxTwWF4tQGXftIsNmeqmLZabVM3NVmNFjU,Arcade,175 thousand plays,175000,15 Jul 2026
Cupid's Bow,https://www.youtube.com/playables/UgkxZUK4L2M27PzSq2ObU7czvcNbZNZCnM5Y,Arcade,174 thousand plays,174000,13 Jul 2026
Clue Master - Logic Puzzles,https://www.youtube.com/playables/Ugkx8kMORImeSYsRVCBm6UimqQeJOKme-zMH,Brain and puzzle,Logic Puzzles – 174 thousand plays,174000,3 Jul 2026
Mahjong World Tour,https://www.youtube.com/playables/UgkxVyxn8XjET_Wi-HeSfqg00GgKA10QT4n2,Brain and puzzle,174 thousand plays,174000,8 Apr 2026
Crown of Eyes,https://www.youtube.com/playables/UgkxmqsWpM5Vthq7rskrS8x3VIliCoWV5XA3,RPG and strategy,174 thousand plays,174000,3 Feb 2026
Arrow Escape,https://www.youtube.com/playables/UgkxIfZz-PqZxOqF3xMSRSpGBOaXHH9IEgVB,Brain and puzzle,173 thousand plays,173000,26 May 2026
Park Master,https://www.youtube.com/playables/UgkxDnC-Q69KeM0hE75ITQTdkTaM16TL2w1C,Brain and puzzle,171 thousand plays,171000,11 Aug 2026
Number Clash 3D,https://www.youtube.com/playables/UgkxTaRP1qtNmu8qiPPgpWJRjoTS_txa7mPo,Action,171 thousand plays,171000,6 Aug 2026
Picture Block Jam,https://www.youtube.com/playables/UgkxWUp4FCeOcaoX96EaJ2rO2qsJmwFKyagT,Brain and puzzle,171 thousand plays,171000,17 Mar 2026
Super Swing,https://www.youtube.com/playables/UgkxFkrI6ymHDWFDkLjdkgK2SRJ6pRKjv0B3,Arcade,170 thousand plays,170000,17 Aug 2026
Color Cube Puzzle,https://www.youtube.com/playables/UgkxZlWa6UsW9d3i5HJN7NjPusGkQJyAKZzG,Brain and puzzle,168 thousand plays,168000,14 Jul 2026
Duo Defense,https://www.youtube.com/playables/UgkxMT9QizEtzEGjcjqLpIerwt9FIcjoEvfY,Arcade,168 thousand plays,168000,28 Jan 2026
​UFO Grabs,https://www.youtube.com/playables/UgkxHszUT7IGUjbxChX40uyAPY4mtlXRmEwm,Arcade,167 thousand plays,167000,4 Jun 2026
Candy Jewels,https://www.youtube.com/playables/Ugkx5MUQpCjS_gYPRrmQaYiPbl3LYfw8Ng64,Brain and puzzle,167 thousand plays,167000,3 Jun 2026
Tile Trip,https://www.youtube.com/playables/UgkxmG8sbYoRnm27nEPLtDQO4x04XtVrSpp7,Brain and puzzle,167 thousand plays,167000,2 Jun 2026
Fieryluigi's Mimic Forest,https://www.youtube.com/playables/UgkxivZVQxj-nzhHoqrMYN7EnU0UCHTEAfa7,Action,167 thousand plays,167000,28 Jan 2026
Instrument Explorer,https://www.youtube.com/playables/Ugkx9pEbKYyU8ckY_THm6_q4AXCDNOMsCR4Y,Music,167 thousand plays,167000,17 Dec 2025
Bubble Merge 2048,https://www.youtube.com/playables/UgkxG4_hpPVEwSmfkm2cTIUDbJSql8xyfwdG,Brain and puzzle,166 thousand plays,166000,11 Jun 2026
Hidden Objects: My Hotel,https://www.youtube.com/playables/UgkxtVyinq-dNZCCtUmrPs5-OisE82MpZt92,Brain and puzzle,165 thousand plays,165000,6 Jul 2026
Best Word Survives,https://www.youtube.com/playables/Ugkx7HasaM92Sz3ZWbBSjI1bG7IcfGrk-4W8,Trivia and word,165 thousand plays,165000,4 Jun 2026
Piece by Piece,https://www.youtube.com/playables/UgkxpdLRVIT2hQDfwvoQsKiSfyZCm7XUtpcl,Brain and puzzle,165 thousand plays,165000,28 Jan 2026
Mahjong Classic,https://www.youtube.com/playables/UgkxOTR7hkmUvs5x1Cs5tm3cCijUaov9wv4_,Trivia and word,164 thousand plays,164000,22 May 2026
Zombie Assassin!,https://www.youtube.com/playables/UgkxOezYDzGOPTuP5HCwwbTObS9kb-DLshPi,Action,163 thousand plays,163000,20 Aug 2026
Maze Challenge,https://www.youtube.com/playables/UgkxtDQhAUcmK7QEgMTDd2AFTzN8PUq3G5vl,Brain and puzzle,163 thousand plays,163000,13 Jul 2026
4 Pics 1 Word,https://www.youtube.com/playables/UgkxH91NvfFgN8Tr7_c_YZku8fGkwDZTzhFj,Trivia and word,162 thousand plays,162000,20 Jul 2026
Dart Blasters Last Stand Tower,https://www.youtube.com/playables/UgkxrjZ1fwHJkVTPYrNnc9qR_S6FmHqcAL0M,Arcade,161 thousand plays,161000,10 Jul 2026
Ludo Fiesta,https://www.youtube.com/playables/UgkxCsyn6FP9RJ5fQGttfCZb7M0arIlhXfZw,Board and card,161 thousand plays,161000,30 Jun 2026
Away The Pins!,https://www.youtube.com/playables/UgkxSPIW5t3Pl8YFmcBljjEnKUisdWi4dCk7,Brain and puzzle,157 thousand plays,157000,4 Jun 2026
Swarms Of Fish 🐠,https://www.youtube.com/playables/UgkxZ2JXqF8UdoZg40dz-kpvIV3RCHHJL9Zr,Arcade,156 thousand plays,156000,3 Jun 2026
Geoguessle,https://www.youtube.com/playables/UgkxxBmN0qHeNjiCVo4Rxs8HmJXlFMAlIu2c,Trivia and word,154 thousand plays,154000,16 Jun 2026
Bottle Blocks,https://www.youtube.com/playables/UgkxS-a2KT64A3-y6BPd9e09G79knVPRrgqM,Brain and puzzle,154 thousand plays,154000,21 May 2026
BAA-DLE,https://www.youtube.com/playables/Ugkxhtdw287GFtRjaAzrd4XgBgewEw08E-NT,Brain and puzzle,DLE – 154 thousand plays,154000,28 Jan 2026
Infinite Sky,https://www.youtube.com/playables/UgkxfDR-li2dxSTxh9mKiFvw4Qz50UL4Mh6g,Arcade,153 thousand plays,153000,14 Aug 2026
PAINTERS POP,https://www.youtube.com/playables/UgkxHRjYdm19LhD8f4U4CWELrc9rpaZ0PrsA,Action,153 thousand plays,153000,5 Aug 2026
Blossom Master,https://www.youtube.com/playables/UgkxsVBTGx7A-csoUCLzMwgXARm9EaGKqmEI,Brain and puzzle,151 thousand plays,151000,8 Jun 2026
Watermelon Cats,https://www.youtube.com/playables/UgkxjGmosyzwBp5AllWISvC3Uyt3aDKqZR1M,Brain and puzzle,151 thousand plays,151000,25 May 2026
Planet Duck,https://www.youtube.com/playables/UgkxCeKpXRrY11KhEor60ED4lDr-BqGACYux,Brain and puzzle,151 thousand plays,151000,24 Mar 2026
Battle of Worms,https://www.youtube.com/playables/Ugkxh3VNBkDLTRE50tRB6fRn9havzu9xp1Tz,Arcade,150 thousand plays,150000,15 Aug 2026
Jelly Tube Run 2048,https://www.youtube.com/playables/UgkxRuSXHuZgySscR7bxBEJUUYkJ_nQAEwE9,Racing,150 thousand plays,150000,3 Aug 2026
2048 Knights,https://www.youtube.com/playables/Ugkx2qqih6ckIqzJG3yPKLkixZwv92K2p7Ca,Brain and puzzle,149 thousand plays,149000,27 Jul 2026
Merge Flowers,https://www.youtube.com/playables/Ugkx2w85MquoYYMtIWsxvOxqoimJKCk6jI_q,Brain and puzzle,149 thousand plays,149000,27 Jan 2026
Tick-Tack-What?,https://www.youtube.com/playables/UgkxNaquLIckiIBBeXWJRqcEI_duQi1nwa4d,Brain and puzzle,Tack-What? – 148 thousand plays,148000,3 Jul 2026
Tile Match Jam,https://www.youtube.com/playables/UgkxFtPPbIwssvAZAqdT3hv7twe4n2RiNKEP,Brain and puzzle,148 thousand plays,148000,1 Apr 2026
Whatcraft,https://www.youtube.com/playables/UgkxevKQAGTI79OWaMXJ7EzQw1HpvO-MNAdG,Simulation,147 thousand plays,147000,18 Aug 2026
Stack Ball,https://www.youtube.com/playables/UgkxVSYRj2ZzNU1omxZGaWlV30vW9YL4jris,Arcade,147 thousand plays,147000,7 Aug 2026
World Tour Solitaire,https://www.youtube.com/playables/UgkxTWLXIe1Uf3xx9_2dML2NuWr_fIkPQT7A,Board and card,147 thousand plays,147000,28 Apr 2026
Paw Crimes,https://www.youtube.com/playables/UgkxaNXjkkZ_S6YMUkszkoaZbXBiyD5e8P4g,Action,147 thousand plays,147000,25 Feb 2026
Neon Runner,https://www.youtube.com/playables/UgkxmOcZyLKbnuKTVsLrX8n5x-bQL4h0qlqW,Arcade,146 thousand plays,146000,11 Feb 2026
Block Dimension,https://www.youtube.com/playables/UgkxpB-ZA8ZJNl60W8ZO8F8AZ2ktrECCGvKf,Brain and puzzle,144 thousand plays,144000,14 May 2026
My Shark Show,https://www.youtube.com/playables/UgkxKmKPqts3MeuRTi_VTOGeSUxyGSFcoaaY,Arcade,143 thousand plays,143000,21 Aug 2026
Volley Beans,https://www.youtube.com/playables/Ugkxu_3fxS9D20_xLUSwI9yzXQMmcTOMIqq0,Sport,143 thousand plays,143000,1 Aug 2026
Wall Hop,https://www.youtube.com/playables/UgkxWCRDLN4RZWShGFz-X2mLpwMqduaa2HVs,Brain and puzzle,143 thousand plays,143000,30 Apr 2026
TEMPLE LOOT - GET THE CASH,https://www.youtube.com/playables/UgkxD8pI1rjiVnTqg_TG2oygCEEgf6vzEUtP,Brain and puzzle,GET THE CASH – 142 thousand plays,142000,22 Jul 2026
Reikon_Cozy_Kitchen,https://www.youtube.com/playables/UgkxQWUZ9a7XpBzkeHA18jAlr3GeiQ_YiZT4,Simulation,142 thousand plays,142000,3 Feb 2026
Stickman Idle Virus,https://www.youtube.com/playables/UgkxMh1z9K8CYkXAlpIXoDmWVtTwuOxwgdUW,Simulation,141 thousand plays,141000,21 Aug 2026
Trick Your Brain Puzzle,https://www.youtube.com/playables/Ugkx6FvKsx1Tk2Qke9X7XbSkDBKedi1ShYix,Brain and puzzle,141 thousand plays,141000,19 Aug 2026
Basketball All Stars,https://www.youtube.com/playables/UgkxHeGtLqhxbGVyhO44-WLNn1wTtu_WtkMK,Sport,140 thousand plays,140000,1 Aug 2026
Snakes and Ladders,https://www.youtube.com/playables/UgkxXDBFbrugHVEdzBxDmFifRmkvQEJIb7vu,Board and card,140 thousand plays,140000,13 Jul 2026
Kitchen Mayhem,https://www.youtube.com/playables/Ugkx7qqTrE8iJbr-B0bXTIjzF_bKB3hD_r_t,Brain and puzzle,139 thousand plays,139000,30 May 2026
Tile Sort 3D,https://www.youtube.com/playables/UgkxcK8xzJqXobdidoM5YFWz1X8ZyFE4Cybu,Brain and puzzle,139 thousand plays,139000,9 Apr 2026
Galactic Golf Solitaire,https://www.youtube.com/playables/UgkxztNuTXmd1aiR5OXXuMC65_j5jsaovHz4,Board and card,139 thousand plays,139000,17 Feb 2026
Tile Farm Story,https://www.youtube.com/playables/UgkxVLz72sbHsW_2SJaqKA9AFO9diZtN5f_z,Brain and puzzle,138 thousand plays,138000,17 Jun 2026
Soccer Skills Kick Ups,https://www.youtube.com/playables/Ugkx1DaOje8CvtRFT_Ta_Eze3vwxj1W07luR,Sport,138 thousand plays,138000,29 May 2026
Space Cat,https://www.youtube.com/playables/UgkxnX1DqMGUehqHZd0BhgkM8Vckz86RF76J,Arcade,138 thousand plays,138000,28 Jan 2026
Battle Racing Stars,https://www.youtube.com/playables/UgkxCsn9Km-7BuKNsysd4smz2P5bfbkPz5W4,Racing,137 thousand plays,137000,12 Aug 2026
House Flipping,https://www.youtube.com/playables/UgkxNOouh5si31Lt_-C6f4NWXA74olMpfuNe,Arcade,137 thousand plays,137000,29 Jul 2026
Delivery Rush 3D,https://www.youtube.com/playables/UgkxvVju-QxnLe12u14ey4ex4SXa-X7CWURP,Racing,136 thousand plays,136000,6 Aug 2026
Choo Choo Express,https://www.youtube.com/playables/UgkxZ1oL2IlXWgcCjwk0N9aoNsu3GCvAnPyU,Brain and puzzle,136 thousand plays,136000,28 Jul 2026
Two Of A Kind: Memory Game,https://www.youtube.com/playables/UgkxaJvmkTtanRK5Ou1muErYzyw5p_nzNERW,Brain and puzzle,136 thousand plays,136000,31 Mar 2026
Candy Merge,https://www.youtube.com/playables/Ugkxh6ui27V21_NuPg6ndYxnOEFmC-xy7aNv,Brain and puzzle,135 thousand plays,135000,10 Aug 2026
geobeat,https://www.youtube.com/playables/Ugkx3ffW3EFE4cURx8vdbnJFf2bFrq5jxjQ1,Arcade,135 thousand plays,135000,25 May 2026
Cut master,https://www.youtube.com/playables/UgkxU-T9x4aXSgCUQddpEFcGyhT1H002msiO,Simulation,134 thousand plays,134000,18 Aug 2026
Choco Cookie Crusher,https://www.youtube.com/playables/UgkxyFFnRJbEdHyw7sgE8EU8pgDIHEusit7u,Brain and puzzle,133 thousand plays,133000,15 Jul 2026
Wood Puzzle,https://www.youtube.com/playables/Ugkx9zvPiUUUj4st2lI3DAZwO0cFZupSjqtr,Brain and puzzle,133 thousand plays,133000,7 Jul 2026
Daily Solitaire Challenge,https://www.youtube.com/playables/UgkxbjDqwTo4f6RQqRtnxaG2KgSuQ4Dj9B-X,Board and card,132 thousand plays,132000,25 May 2026
Jelly Blast Pro,https://www.youtube.com/playables/UgkxQW3zhcjcp2hVvGDbOxCPaCUCYtFAs1i3,Brain and puzzle,132 thousand plays,132000,5 May 2026
Abyssal Defender,https://www.youtube.com/playables/UgkxNsHpc_eyP-yO9DKmxLIdF4KtxpuQxy1T,Arcade,132 thousand plays,132000,5 Feb 2026
Sky Jumps,https://www.youtube.com/playables/UgkxkWdjJCtCQcXYyVPTGFEEWC_dcnboTSb1,Arcade,131 thousand plays,131000,20 Jun 2026
Gin Rummy - Classic Card Matching Game,https://www.youtube.com/playables/UgkxdenqaQSersC_DgQnMyGz34MJ43uuRGIk,Board and card,Classic Card Matching Game – 131 thousand plays,131000,29 May 2026
A-Ball CHAOS,https://www.youtube.com/playables/Ugkxy0dj_8i5MP9FHPzjDRpCie7W4FVsjF6K,Action,Ball CHAOS – 131 thousand plays,131000,25 May 2026
Arcane Tower Survivor,https://www.youtube.com/playables/UgkxHQZ_joClv5Wcg-raiu3FRAM22jZSH1U2,RPG and strategy,131 thousand plays,131000,28 Jan 2026
Infinite Realms - A Role Playing Adventure,https://www.youtube.com/playables/UgkxaPPVYe5THW_JzK_raDISdpwxb5u8mOAS,RPG and strategy,A Role Playing Adventure – 131 thousand plays,131000,28 Jan 2026
Tappy Plane,https://www.youtube.com/playables/Ugkx-Zc5D6WmXSV6BZNsJYCI_m7mJy7XiD0S,Arcade,129 thousand plays,129000,19 Aug 2026
Photon Racer 3D,https://www.youtube.com/playables/Ugkxmb3CQ-txEw08m9hPzyeHg42pWlKbLg80,Racing,129 thousand plays,129000,5 Aug 2026
Burger Rush 3D,https://www.youtube.com/playables/UgkxtKTVXXtKQs4mg2aUggXtlHL4jJ4aeB6Q,RPG and strategy,129 thousand plays,129000,3 Aug 2026
Basedrop,https://www.youtube.com/playables/Ugkx8n6_-WpkwZv_reBnf6DiCU3euQjofUOs,Brain and puzzle,129 thousand plays,129000,27 May 2026
Pirates Merge: War Path,https://www.youtube.com/playables/Ugkxk7YEyhfjM_1C3LPFctUzXwZdY3HEZnwY,RPG and strategy,129 thousand plays,129000,2 May 2026
Car Stunts Driving,https://www.youtube.com/playables/Ugkx_eSkGQXUMzoe_fqEkZCnnjgnryDhovWK,Racing,127 thousand plays,127000,23 Aug 2026
Arrow Out,https://www.youtube.com/playables/UgkxVBgDBP6ViKmM0xp8jJ8z3B8JKTyqq-SP,Brain and puzzle,127 thousand plays,127000,16 Jun 2026
Sand Drop,https://www.youtube.com/playables/Ugkx4WGNXvfLxUOF08RDIqYtXzyopwrFMP6G,Brain and puzzle,127 thousand plays,127000,4 Jun 2026
Cash Drop Fever,https://www.youtube.com/playables/Ugkx0t8xR0pJi2G0qkeGa_FBlbbmbHms6x8F,Arcade,127 thousand plays,127000,2 Feb 2026
COSMIC DEFENDER,https://www.youtube.com/playables/UgkxCx6k_1oy01-GZW61ooVR6nczUGQm1vzi,Action,126 thousand plays,126000,17 Aug 2026
Bouncy Woods,https://www.youtube.com/playables/Ugkx4L5n2zG3-ST2MFK25BlUoNOtJaEJ4qR9,Arcade,126 thousand plays,126000,2 Jul 2026
Block Gems,https://www.youtube.com/playables/UgkxsLtEoqqEZv64BAEEPrARtBmry7xnUKul,Brain and puzzle,126 thousand plays,126000,3 Mar 2026
Tap Out,https://www.youtube.com/playables/UgkxrNKCZsV_F3sPNqGNI3NAh1CLg4F-4Gwb,Brain and puzzle,125 thousand plays,125000,16 Aug 2026
Flappy Football,https://www.youtube.com/playables/UgkxEHgD5v3wgHp1e1hTsvClGLxACyPuycVL,Arcade,124 thousand plays,124000,10 Jul 2026
Blocks: Variety of Figures,https://www.youtube.com/playables/UgkxtCYUmsXwaA43hUPVOdxxayomBfE4sv4K,Brain and puzzle,124 thousand plays,124000,20 Jun 2026
Cozy  Tiles,https://www.youtube.com/playables/UgkxNr7dI6abS9R4qU_xlsElTlHmuLtvaWdl,Brain and puzzle,123 thousand plays,123000,6 Jul 2026
Circuit Master 2,https://www.youtube.com/playables/UgkxlYECE7Ly5pW_rkJzacr_kgIMyridhR_b,Brain and puzzle,122 thousand plays,122000,30 Jul 2026
Planetburst,https://www.youtube.com/playables/Ugkx2zcvr-D8pJ29wbqJd1t0HQ8AMrf7sjj1,Arcade,122 thousand plays,122000,28 May 2026
Fluffy Mania,https://www.youtube.com/playables/Ugkxa1Syq3kpW57AvhT8AJH8SGCUmAZvvjSO,Brain and puzzle,122 thousand plays,122000,27 May 2026
Red Hide Ball,https://www.youtube.com/playables/UgkxnjoBxuo-kaS7DbHMTFIid_1f3L_o-BuB,Arcade,121 thousand plays,121000,17 Aug 2026
Mind Jigsaw,https://www.youtube.com/playables/Ugkx5XMAMwfGvCUmdUaWrRjWRCu4FHUEPZJh,Brain and puzzle,120 thousand plays,120000,27 Jul 2026
Bottle Boom,https://www.youtube.com/playables/Ugkx8VKYaXezKgUar3KKkwW3gIwymMICh7LW,Brain and puzzle,120 thousand plays,120000,15 Jun 2026
Crowd Wars 3D,https://www.youtube.com/playables/UgkxzsEZLCje0nguhfCx3xyT2_7ZgH_zjc3C,RPG and strategy,119 thousand plays,119000,6 Aug 2026
Dimension5D: Neon Hex Shift,https://www.youtube.com/playables/Ugkx5F1AxjRfSQVPFTSFvEQjxIlPa2mFSIRg,Brain and puzzle,118 thousand plays,118000,17 Apr 2026
Bubble Shooter Soccer 2,https://www.youtube.com/playables/Ugkx3FiYLLArkI2_ioCaAJbMVacZjAiPWdX9,Sport,117 thousand plays,117000,27 Jul 2026
Candy Dreamland,https://www.youtube.com/playables/Ugkx9mJdUAwpOuV20uRIfrxhRPBq7Ezk4eVt,Brain and puzzle,117 thousand plays,117000,8 Jul 2026
Sweet Signs,https://www.youtube.com/playables/UgkxNBavXxygOaaI5_tK0U3IR_gJ5-lkAzgM,Brain and puzzle,117 thousand plays,117000,2 Jun 2026
Dungeon Runners!,https://www.youtube.com/playables/UgkxSvpHrE9H6q4f-Oyf_xkuP5vUgPoUOOg3,Arcade,116 thousand plays,116000,1 Jun 2026
Arrow Spin,https://www.youtube.com/playables/UgkxNomaRKSgBemtNNP74f1RQPV-N8Va3qX0,Action,116 thousand plays,116000,26 May 2026
Can Jam - Sorting Puzzle,https://www.youtube.com/playables/UgkxqKUaoQnavy5hh3fv12uGcf_KKvf6zEIZ,Brain and puzzle,Sorting Puzzle – 116 thousand plays,116000,26 May 2026
Swipe Smash,https://www.youtube.com/playables/UgkxcfySIyybL0REQXpsFFgyl9dd_Bsh_YK1,Action,116 thousand plays,116000,26 May 2026
Fruity Merge,https://www.youtube.com/playables/UgkxRzVmoG2hnP2wT3QpFrjMmCE2tEQ-y4YO,Brain and puzzle,115 thousand plays,115000,4 Aug 2026
Blast'em All!,https://www.youtube.com/playables/UgkxC7qasuO3IbwBwqysCL_E8UgvFvjIL1Zu,Brain and puzzle,115 thousand plays,115000,15 Jun 2026
ChickZ Stack,https://www.youtube.com/playables/UgkxoZlHd3ZWBKOh-GBsXxTBHMeB0-3oVQke,Arcade,114 thousand plays,114000,20 Aug 2026
Word Ninja - Word Find Brain Trainer,https://www.youtube.com/playables/UgkxVcfk4FoEy1II5uUiYxFcfvYZq3rvPI7u,Trivia and word,Word Find Brain Trainer – 114 thousand plays,114000,6 May 2026
Gallery Jam - Tap Out Puzzle,https://www.youtube.com/playables/UgkxqhgQvNhuvZfEvwXemdrPzxT74Br7_ea6,Brain and puzzle,Tap Out Puzzle – 114 thousand plays,114000,22 Apr 2026
Nine Legends,https://www.youtube.com/playables/UgkxtGnMBVqoXw8AZTI4QPAIlFwPrCSwSJHd,Brain and puzzle,114 thousand plays,114000,3 Apr 2026
Outlier,https://www.youtube.com/playables/UgkxMdFGa-Mb5kxs-Lg-xd65BQl_1hyWz0Jc,Brain and puzzle,113 thousand plays,113000,3 Jul 2026
Asteroid Defense,https://www.youtube.com/playables/UgkxDwqFMWz9okYUOBfpPyWH5eVdDCnIgKFn,Arcade,112 thousand plays,112000,2 Aug 2026
Pongis - An ultra simple and fun ball game,https://www.youtube.com/playables/UgkxR1S1EJBj52EPeg-zRGmQ_uCA_3dKVFPG,Sport,An ultra simple and fun ball game – 112 thousand plays,112000,2 Aug 2026
Cat & Mouse,https://www.youtube.com/playables/UgkxuxBP_x3f6RlMBFeofDP918tf-bZoaVB4,Arcade,112 thousand plays,112000,5 Feb 2026
Find the Frog: Hidden Objects,https://www.youtube.com/playables/UgkxgJquMy2I5k-ZSU9mU-kC6ibm3QKeIpAP,Brain and puzzle,111 thousand plays,111000,6 Aug 2026
Mansour: Victory Quest,https://www.youtube.com/playables/UgkxPx66IhOojwDV-ZgYryvCJNBeljiercCL,Arcade,110 thousand plays,110000,28 Jul 2026
BunBun's Wasteland Word Search,https://www.youtube.com/playables/UgkxuY-hrN6C2xH_nSoZSZI9LpU_7jgPdzeJ,Trivia and word,110 thousand plays,110000,28 Jan 2026
Bricks And Balls Crusher,https://www.youtube.com/playables/UgkxZ-ZzoFygRxXtcmneuHWzA6q0Kar9AClv,Brain and puzzle,109 thousand plays,109000,21 Aug 2026
"Color Block Jam-Slide, Match, and Solve!",https://www.youtube.com/playables/UgkxXUtoqg6WvIaF9sq9Mx5zDY4-Fd_6PZnC,Brain and puzzle,"Slide, Match, and Solve! – 109 thousand plays",109000,12 Aug 2026
Sheep Rescue,https://www.youtube.com/playables/UgkxLyH0P1epLK_4_YIc_j40k8r84oaPinp3,Brain and puzzle,109 thousand plays,109000,1 Aug 2026
Watermelon Fusion,https://www.youtube.com/playables/UgkxOij1T2Keiou18ULVU90-RdEJJ6T0iqaq,Arcade,109 thousand plays,109000,10 Jun 2026
Fieryluigi's Castle Defender,https://www.youtube.com/playables/UgkxC1G0yKzZu2wZIanzscVY5OANu8qbXUt-,Action,109 thousand plays,109000,21 Mar 2026
Water Sort Quest,https://www.youtube.com/playables/UgkxF9FBXijAG13MoOTmlasL4S1EuxP012vj,Brain and puzzle,107 thousand plays,107000,6 Aug 2026
Emily's Hotel Solitaire,https://www.youtube.com/playables/Ugkx5sUNFAmjAKkpKYzscNbfBxYAKI_3tqHU,Board and card,107 thousand plays,107000,5 Jun 2026
Gravity Race,https://www.youtube.com/playables/UgkxgHNC-3W5vtlJjX0cWW-2JLHhEq3PdJm_,Arcade,106 thousand plays,106000,20 Aug 2026
SliceIt Classic,https://www.youtube.com/playables/Ugkxl1QJv-4CE8NsA9uNBJTQwPKXhEjt6zcO,Brain and puzzle,106 thousand plays,106000,3 Aug 2026
Link Up,https://www.youtube.com/playables/UgkxdJ0kJFrtiZHZ3tATtfBf7ofF9HYN-t_K,Brain and puzzle,106 thousand plays,106000,20 Jun 2026
Bubble Mash,https://www.youtube.com/playables/UgkxE9gb-2P6iD3wgmoRHjqCAfwRblyND26V,Brain and puzzle,106 thousand plays,106000,8 Apr 2026
number game,https://www.youtube.com/playables/Ugkxv6jpH_DMDsPjfhOeOBrhvWTvxQMfwzXx,Brain and puzzle,106 thousand plays,106000,24 Mar 2026
Meow Fit,https://www.youtube.com/playables/UgkxxytlR_82UmHpctTQGr2jiJSc2hs29Qwn,Brain and puzzle,105 thousand plays,105000,14 Aug 2026
One Careful Cat,https://www.youtube.com/playables/UgkxIg5XXvB0AClnOCQYVwDBaCSEIx91mM1u,Trivia and word,105 thousand plays,105000,11 Aug 2026
Save the Fish: Story of Dori,https://www.youtube.com/playables/Ugkxl5WpP_gGBTQKM5tS_yfDs-B4X-aKwXzM,Brain and puzzle,105 thousand plays,105000,11 Aug 2026
Tile Joy,https://www.youtube.com/playables/UgkxProabUuxp3Ei7diioMp3yC7-OPiNhJyT,Brain and puzzle,105 thousand plays,105000,2 Jul 2026
Solitaire TriPeaks Journey,https://www.youtube.com/playables/Ugkxu_D-u5rQy70SSgP8w9aAP1oQXwj2_KLd,Board and card,105 thousand plays,105000,7 Apr 2026
Realty Titan Tycoon,https://www.youtube.com/playables/UgkxYjBr4NXNzh2pUlReTaDKUPyTT3sJDV7x,Simulation,105 thousand plays,105000,17 Mar 2026
Block Blaster,https://www.youtube.com/playables/Ugkx9YXSaUZkM3-L0Yq9VdMywZebzyxkhqw6,Brain and puzzle,104 thousand plays,104000,19 Aug 2026
Rogue Ninja,https://www.youtube.com/playables/UgkxufHo4M3nvVGNtD_GBoQuFQiURF4Rzlq-,Action,103 thousand plays,103000,12 Aug 2026
Bubble Trouble,https://www.youtube.com/playables/UgkxivwcAsNGmOGD9u2IIQSPFCl2WX8tkuIL,Action,103 thousand plays,103000,9 Aug 2026
Slither Snake 2048,https://www.youtube.com/playables/UgkxUrKxcH8rU1LaIsob95SwUJKbRqGSY7se,Arcade,103 thousand plays,103000,6 Aug 2026
Bird Sort 2: Color Puzzle,https://www.youtube.com/playables/UgkxizoPgc3mNyNGaxXscXKjs3aqd9okYAAl,Brain and puzzle,103 thousand plays,103000,14 Jul 2026
Papa Cherry,https://www.youtube.com/playables/UgkxKCvv2GFefZ5uOLtx5UZe03sv2Xi-QgN-,Brain and puzzle,103 thousand plays,103000,30 Jun 2026
Emoji Love,https://www.youtube.com/playables/UgkxRyHiwRd0T0B7f_NbNS_0H-pjjk6ClGqo,Brain and puzzle,102 thousand plays,102000,20 Aug 2026
Beer's Gone!,https://www.youtube.com/playables/Ugkx1uS5v_dwSC6hHpxpYlE4lSNMv1t-rYzN,Arcade,102 thousand plays,102000,10 Jun 2026
English Checkers Online,https://www.youtube.com/playables/Ugkx8W-5Iu0BXoelLVVZY9ohBR5mNDwf5yA3,Board and card,101 thousand plays,101000,12 Aug 2026
Ragdoll Shooter 3D,https://www.youtube.com/playables/UgkxBO28yiV_rOyGb44vmc8EgoRUaGXWWgDL,Arcade,101 thousand plays,101000,7 Aug 2026
Sushi Puzzle,https://www.youtube.com/playables/UgkxfkQvu5mgnQMOU2yJUXwoaeBEAv-UZcKn,Brain and puzzle,101 thousand plays,101000,6 Aug 2026
